status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,default,amount_duration_ratio,age_bucket,log_amount,duration_squared,high_installment,amount_per_person,senior_flag,young_flag,multiple_credits,long_duration
no checking account,10,existing credits paid back duly till now,car (new),1418,100 <= ... < 500 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,35,none,rent,1,unskilled - resident,1,no,no,1,1,141.8,31-45,7.257002707092073,100,1,1418.0,0,0,0,0
no checking account,6,existing credits paid back duly till now,car (new),3518,... < 100 DM,1 <= ... < 4 years,2,male : single,guarantor,3,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,1,no,yes,1,1,586.3333333333334,18-30,8.165647925297504,36,0,3518.0,0,0,0,0
no checking account,12,critical account/other credits existing,domestic appliances,1934,... < 100 DM,... >= 7 years,2,male : single,none,2,unknown/no property,26,none,own,2,skilled employee/official,1,no,yes,1,1,161.16666666666666,18-30,7.56734567601324,144,0,1934.0,0,0,1,0
0 <= ... < 200 DM,27,no credits taken/all credits paid back duly,others,8318,... < 100 DM,... >= 7 years,2,female : divorced/separated/married,none,4,unknown/no property,42,none,for free,2,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,308.0740740740741,31-45,9.026177120302856,729,0,8318.0,0,0,1,1
no checking account,6,critical account/other credits existing,domestic appliances,1237,100 <= ... < 500 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,own,2,skilled employee/official,1,no,yes,1,1,206.16666666666666,18-30,7.1204443723924875,36,0,1237.0,0,0,1,0
0 <= ... < 200 DM,6,existing credits paid back duly till now,domestic appliances,368,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,38,none,own,1,skilled employee/official,1,no,yes,1,1,61.333333333333336,31-45,5.908082938168931,36,1,368.0,0,0,0,0
... < 100 DM,12,critical account/other credits existing,car (new),2122,... < 100 DM,1 <= ... < 4 years,3,male : single,none,2,real estate,39,none,rent,2,unskilled - resident,2,no,no,1,1,176.83333333333334,31-45,7.660114319173928,144,1,1061.0,0,0,1,0
... < 100 DM,24,existing credits paid back duly till now,radio/television,2996,unknown/no savings account,1 <= ... < 4 years,2,male : married/widowed,none,4,car or other,20,none,own,1,skilled employee/official,1,no,yes,0,0,124.83333333333333,18-30,8.005033344637111,576,0,2996.0,0,1,0,1
0 <= ... < 200 DM,36,existing credits paid back duly till now,radio/television,9034,100 <= ... < 500 DM,... < 1 year,4,male : single,co-applicant,1,unknown/no property,29,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,0,0,250.94444444444446,18-30,9.108750516214549,1296,1,9034.0,0,0,0,1
no checking account,24,critical account/other credits existing,radio/television,1585,... < 100 DM,4 <= ... < 7 years,4,male : single,none,3,building society savings agreement/life insurance,40,none,own,2,skilled employee/official,1,no,yes,1,1,66.04166666666667,31-45,7.368339686311381,576,1,1585.0,0,0,1,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1301,... < 100 DM,... >= 7 years,4,male : married/widowed,guarantor,2,real estate,32,none,own,1,unskilled - resident,1,no,yes,1,1,72.27777777777777,31-45,7.170888478512505,324,1,1301.0,0,0,0,0
... >= 200 DM / salary for at least 1 year,6,critical account/other credits existing,car (new),1323,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,car or other,28,none,own,2,skilled employee/official,2,yes,yes,1,1,220.5,18-30,7.187657164114956,36,0,661.5,0,0,1,0
... < 100 DM,24,existing credits paid back duly till now,car (new),3123,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,1,building society savings agreement/life insurance,27,none,own,1,skilled employee/official,1,no,yes,0,0,130.125,18-30,8.046549357283078,576,1,3123.0,0,0,0,1
... < 100 DM,36,existing credits paid back duly till now,car (used),5493,... < 100 DM,... >= 7 years,2,male : single,none,4,unknown/no property,42,none,for free,1,skilled employee/official,2,no,yes,1,1,152.58333333333334,31-45,8.61122983334262,1296,0,2746.5,0,0,0,1
... >= 200 DM / salary for at least 1 year,9,existing credits paid back duly till now,domestic appliances,1126,100 <= ... < 500 DM,... >= 7 years,2,male : divorced/separated,none,4,real estate,49,none,own,1,skilled employee/official,1,no,yes,1,1,125.11111111111111,46-60,7.026426808699636,81,0,1126.0,0,0,0,0
0 <= ... < 200 DM,24,critical account/other credits existing,domestic appliances,1216,100 <= ... < 500 DM,... < 1 year,4,male : single,none,4,unknown/no property,38,bank,own,2,skilled employee/official,2,no,yes,0,0,50.666666666666664,31-45,7.103322062526113,576,1,608.0,0,0,1,1
... < 100 DM,24,existing credits paid back duly till now,car (new),1207,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,1,no,yes,0,0,50.291666666666664,18-30,7.095893221097532,576,1,1207.0,0,1,0,1
no checking account,10,existing credits paid back duly till now,car (new),1309,unknown/no savings account,1 <= ... < 4 years,4,male : single,guarantor,4,building society savings agreement/life insurance,27,none,own,1,unskilled - resident,1,no,yes,0,0,130.9,18-30,7.1770187659099,100,1,1309.0,0,0,0,0
... >= 200 DM / salary for at least 1 year,15,critical account/other credits existing,car (used),2360,500 <= ... < 1000 DM,1 <= ... < 4 years,2,male : single,none,2,car or other,36,none,own,1,skilled employee/official,1,yes,yes,1,1,157.33333333333334,31-45,7.7664168980196555,225,0,2360.0,0,0,0,0
0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850,100 <= ... < 500 DM,unemployed,1,male : single,none,2,building society savings agreement/life insurance,34,none,own,1,management/self-employed/highly qualified employee/officer,2,yes,yes,0,0,456.6666666666667,31-45,8.83200393125627,225,0,3425.0,0,0,0,0
no checking account,24,existing credits paid back duly till now,domestic appliances,1413,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,2,building society savings agreement/life insurance,28,none,own,1,skilled employee/official,1,no,yes,1,1,58.875,18-30,7.253470382684528,576,1,1413.0,0,0,0,1
no checking account,39,existing credits paid back duly till now,car (used),8588,100 <= ... < 500 DM,... >= 7 years,4,male : single,none,2,car or other,45,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,220.2051282051282,31-45,9.058121158998672,1521,1,8588.0,0,0,0,1
... < 100 DM,12,existing credits paid back duly till now,car (new),759,... < 100 DM,4 <= ... < 7 years,4,male : single,none,2,real estate,26,none,own,1,skilled employee/official,1,no,yes,0,0,63.25,18-30,6.63200177739563,144,1,759.0,0,0,0,0
no checking account,36,existing credits paid back duly till now,car (used),4686,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,unknown/no property,32,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,130.16666666666666,31-45,8.452334619067742,1296,0,4686.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,15,existing credits paid back duly till now,others,2687,... < 100 DM,4 <= ... < 7 years,2,male : single,none,4,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,1,yes,yes,1,1,179.13333333333333,18-30,7.8961806086154915,225,0,2687.0,0,0,0,0
0 <= ... < 200 DM,12,delay in paying off in the past,domestic appliances,585,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,co-applicant,4,real estate,20,none,rent,2,skilled employee/official,1,no,yes,1,1,48.75,18-30,6.371611847231857,144,1,585.0,0,1,1,0
no checking account,24,existing credits paid back duly till now,car (new),2255,unknown/no savings account,... < 1 year,4,male : single,none,1,building society savings agreement/life insurance,54,none,own,1,skilled employee/official,1,no,yes,1,1,93.95833333333333,46-60,7.720905251936779,576,1,2255.0,0,0,0,1
... < 100 DM,6,critical account/other credits existing,car (new),609,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,37,none,own,2,skilled employee/official,1,no,no,1,1,101.5,31-45,6.411818267709897,36,1,609.0,0,0,1,0
... < 100 DM,6,critical account/other credits existing,car (new),1361,... < 100 DM,... < 1 year,2,male : single,none,4,real estate,40,none,own,1,unskilled - resident,2,no,no,1,1,226.83333333333334,31-45,7.215975002651466,36,0,680.5,0,0,0,0
no checking account,36,critical account/other credits existing,radio/television,7127,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,23,none,rent,2,skilled employee/official,1,yes,yes,0,0,197.97222222222223,18-30,8.871645667501872,1296,0,7127.0,0,1,1,1
... < 100 DM,6,existing credits paid back duly till now,car (new),1203,100 <= ... < 500 DM,... >= 7 years,3,male : single,none,2,building society savings agreement/life insurance,43,none,own,1,skilled employee/official,1,yes,yes,1,1,200.5,31-45,7.0925737159746784,36,1,1203.0,0,0,0,0
no checking account,6,critical account/other credits existing,domestic appliances,700,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,36,none,for free,2,skilled employee/official,1,no,yes,1,1,116.66666666666667,31-45,6.551080335043404,36,1,700.0,0,0,1,0
no checking account,24,critical account/other credits existing,education,5507,... < 100 DM,... >= 7 years,3,male : single,none,4,unknown/no property,44,none,for free,2,skilled employee/official,1,no,yes,1,1,229.45833333333334,31-45,8.613775289262481,576,1,5507.0,0,0,1,1
... < 100 DM,18,existing credits paid back duly till now,domestic appliances,3190,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,2,real estate,24,none,own,1,skilled employee/official,1,no,yes,0,0,177.22222222222223,18-30,8.06777619577889,324,0,3190.0,0,1,0,0
... < 100 DM,48,no credits taken/all credits paid back duly,radio/television,7119,... < 100 DM,1 <= ... < 4 years,3,male : single,none,4,unknown/no property,53,none,for free,2,skilled employee/official,2,no,yes,0,0,148.3125,46-60,8.870522545103873,2304,1,3559.5,0,0,1,1
no checking account,24,existing credits paid back duly till now,car (used),3488,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,4,car or other,23,none,own,1,skilled employee/official,1,no,yes,1,1,145.33333333333334,18-30,8.15708378502887,576,1,3488.0,0,1,0,1
0 <= ... < 200 DM,18,existing credits paid back duly till now,domestic appliances,1113,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,guarantor,4,real estate,26,none,own,1,unskilled - resident,2,no,yes,1,1,61.833333333333336,18-30,7.014814351275545,324,1,556.5,0,0,0,0
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),7966,... < 100 DM,... < 1 year,2,male : single,none,3,car or other,30,none,own,2,skilled employee/official,1,no,yes,1,1,306.38461538461536,18-30,8.982937763741589,676,0,7966.0,0,0,1,1
no checking account,15,critical account/other credits existing,retraining,1532,100 <= ... < 500 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,3,car or other,31,none,own,1,skilled employee/official,1,no,yes,1,1,102.13333333333334,31-45,7.3343293503005365,225,1,1532.0,0,0,0,0
no checking account,4,critical account/other credits existing,domestic appliances,1503,... < 100 DM,4 <= ... < 7 years,2,male : single,none,1,real estate,42,none,own,2,unskilled - resident,2,no,yes,1,1,375.75,31-45,7.315218389752975,16,0,751.5,0,0,1,0
... < 100 DM,36,existing credits paid back duly till now,domestic appliances,2302,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,none,4,car or other,31,none,rent,1,skilled employee/official,1,no,yes,0,0,63.94444444444444,31-45,7.741533589281828,1296,1,2302.0,0,0,0,1
... < 100 DM,6,existing credits paid back duly till now,car (new),662,... < 100 DM,... < 1 year,3,male : single,none,4,real estate,41,none,own,1,unskilled - resident,2,yes,yes,1,1,110.33333333333333,31-45,6.495265555937008,36,1,331.0,0,0,0,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,retraining,2273,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,none,own,2,skilled employee/official,2,no,yes,1,1,63.138888888888886,31-45,7.728855823852543,1296,1,1136.5,0,0,1,1
0 <= ... < 200 DM,15,existing credits paid back duly till now,car (new),2631,100 <= ... < 500 DM,1 <= ... < 4 years,2,female : divorced/separated/married,none,4,car or other,28,none,rent,2,skilled employee/official,1,yes,yes,0,0,175.4,18-30,7.875119281040293,225,0,2631.0,0,0,1,0
no checking account,12,delay in paying off in the past,car (used),1503,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,4,real estate,41,none,rent,1,skilled employee/official,1,no,yes,1,1,125.25,31-45,7.315218389752975,144,1,1503.0,0,0,0,0
no checking account,24,existing credits paid back duly till now,domestic appliances,1311,100 <= ... < 500 DM,4 <= ... < 7 years,4,male : married/widowed,none,3,building society savings agreement/life insurance,26,none,own,1,skilled employee/official,1,yes,yes,1,1,54.625,18-30,7.1785454837637,576,1,1311.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,domestic appliances,3105,unknown/no savings account,... < 1 year,4,male : single,none,2,car or other,25,none,own,2,skilled employee/official,1,no,yes,1,1,129.375,18-30,8.040768994367578,576,1,3105.0,0,0,1,1
... >= 200 DM / salary for at least 1 year,21,critical account/other credits existing,retraining,2319,... < 100 DM,... < 1 year,2,male : divorced/separated,none,1,car or other,33,none,rent,1,skilled employee/official,1,no,yes,0,0,110.42857142857143,31-45,7.7488913372555315,441,0,2319.0,0,0,0,1
... < 100 DM,6,existing credits paid back duly till now,car (new),1374,unknown/no savings account,unemployed,4,female : divorced/separated/married,none,3,building society savings agreement/life insurance,75,none,own,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,229.0,60+,7.2254814727822945,36,1,1374.0,1,0,0,0
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,3612,... < 100 DM,... >= 7 years,3,female : divorced/separated/married,none,4,building society savings agreement/life insurance,37,none,own,1,skilled employee/official,1,yes,yes,1,1,200.66666666666666,31-45,8.192016914536875,324,1,3612.0,0,0,0,0
... < 100 DM,48,existing credits paid back duly till now,car (new),7763,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,42,bank,for free,1,management/self-employed/highly qualified employee/officer,1,no,yes,0,0,161.72916666666666,31-45,8.95712413640568,2304,1,7763.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,18,existing credits paid back duly till now,radio/television,3049,... < 100 DM,... < 1 year,1,female : divorced/separated/married,none,1,building society savings agreement/life insurance,45,stores,own,1,unskilled - resident,1,no,yes,1,1,169.38888888888889,31-45,8.022568946988255,324,0,3049.0,0,0,0,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1534,... < 100 DM,... < 1 year,1,male : married/widowed,none,1,real estate,23,none,rent,1,skilled employee/official,1,no,yes,0,0,127.83333333333333,18-30,7.335633981927201,144,0,1534.0,0,1,0,0
no checking account,24,delay in paying off in the past,car (new),2032,... < 100 DM,... >= 7 years,4,male : single,none,4,unknown/no property,60,none,for free,2,skilled employee/official,1,yes,yes,1,1,84.66666666666667,46-60,7.616775808698373,576,1,2032.0,0,0,1,1
... < 100 DM,30,existing credits paid back duly till now,radio/television,6350,unknown/no savings account,... >= 7 years,4,male : single,none,4,building society savings agreement/life insurance,31,none,own,1,skilled employee/official,1,no,yes,0,0,211.66666666666666,31-45,8.756210091886738,900,1,6350.0,0,0,0,1
... >= 200 DM / salary for at least 1 year,18,existing credits paid back duly till now,radio/television,2864,... < 100 DM,1 <= ... < 4 years,2,male : single,none,1,real estate,34,none,own,1,unskilled - resident,2,no,yes,0,0,159.11111111111111,31-45,7.9599745280805365,324,0,1432.0,0,0,0,0
no checking account,12,critical account/other credits existing,car (new),1255,... < 100 DM,... >= 7 years,4,male : single,none,4,real estate,61,none,own,2,unskilled - resident,1,no,yes,1,1,104.58333333333333,60+,7.134890851565884,144,1,1255.0,1,0,1,0
... < 100 DM,24,delay in paying off in the past,car (new),1333,... < 100 DM,unemployed,4,male : single,none,2,real estate,43,none,for free,2,skilled employee/official,2,no,yes,0,0,55.541666666666664,31-45,7.195187320178709,576,1,666.5,0,0,1,1
no checking account,24,critical account/other credits existing,car (new),2022,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,car or other,37,none,own,1,skilled employee/official,1,yes,yes,1,1,84.25,31-45,7.611842399580417,576,1,2022.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,domestic appliances,1552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,1,car or other,32,bank,own,1,skilled employee/official,2,no,yes,1,1,64.66666666666667,31-45,7.347299700743164,576,1,776.0,0,0,0,1
... < 100 DM,12,all credits at this bank paid back duly,domestic appliances,626,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,real estate,24,bank,own,1,unskilled - resident,1,no,yes,0,0,52.166666666666664,18-30,6.439350371100098,144,1,626.0,0,1,0,0
no checking account,48,critical account/other credits existing,car (used),8858,unknown/no savings account,4 <= ... < 7 years,2,male : single,none,1,unknown/no property,35,none,for free,2,skilled employee/official,1,yes,yes,1,1,184.54166666666666,31-45,9.089076284483143,2304,0,8858.0,0,0,1,1
no checking account,12,critical account/other credits existing,education,996,unknown/no savings account,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,real estate,23,none,own,2,skilled employee/official,1,no,yes,1,1,83.0,18-30,6.903747257584598,144,1,996.0,0,1,1,0
no checking account,6,all credits at this bank paid back duly,domestic appliances,1750,500 <= ... < 1000 DM,... >= 7 years,2,male : single,none,4,building society savings agreement/life insurance,45,bank,own,1,unskilled - resident,2,no,yes,1,1,291.6666666666667,31-45,7.4673710669175595,36,0,875.0,0,0,0,0
... < 100 DM,48,existing credits paid back duly till now,domestic appliances,6999,... < 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,34,none,own,2,skilled employee/official,1,yes,yes,0,0,145.8125,31-45,8.85352256068954,2304,0,6999.0,0,0,1,1
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),1995,100 <= ... < 500 DM,... < 1 year,4,male : single,none,1,car or other,27,none,own,1,skilled employee/official,1,no,yes,1,1,166.25,18-30,7.598399329323964,144,1,1995.0,0,0,0,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,retraining,1199,... < 100 DM,4 <= ... < 7 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,67,none,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,133.22222222222223,60+,7.089243155027514,81,1,1199.0,1,0,1,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,1331,... < 100 DM,... < 1 year,2,male : single,none,1,car or other,22,stores,own,1,skilled employee/official,1,no,yes,0,0,110.91666666666667,18-30,7.193685818395112,144,0,1331.0,0,1,0,0
0 <= ... < 200 DM,18,no credits taken/all credits paid back duly,car (new),2278,100 <= ... < 500 DM,... < 1 year,3,female : divorced/separated/married,none,3,car or other,28,none,own,2,skilled employee/official,1,no,yes,0,0,126.55555555555556,18-30,7.731053144007127,324,1,2278.0,0,0,1,0
no checking account,21,no credits taken/all credits paid back duly,car (new),5003,unknown/no savings account,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,building society savings agreement/life insurance,29,bank,own,2,skilled employee/official,1,yes,yes,0,0,238.23809523809524,18-30,8.517793011488205,441,0,5003.0,0,0,1,1
... < 100 DM,24,all credits at this bank paid back duly,radio/television,3552,... < 100 DM,4 <= ... < 7 years,3,male : single,none,4,car or other,27,bank,own,1,skilled employee/official,1,no,yes,0,0,148.0,18-30,8.17526610411206,576,1,3552.0,0,0,0,1
0 <= ... < 200 DM,18,critical account/other credits existing,radio/television,1928,... < 100 DM,... < 1 year,2,male : single,none,2,real estate,31,none,own,2,unskilled - resident,1,no,yes,0,0,107.11111111111111,31-45,7.564238475170491,324,0,1928.0,0,0,1,0
... < 100 DM,24,existing credits paid back duly till now,car (used),2964,unknown/no savings account,... >= 7 years,4,male : single,none,4,unknown/no property,49,bank,for free,1,skilled employee/official,2,yes,yes,1,1,123.5,46-60,7.994294986415977,576,1,1482.0,0,0,0,1
... < 100 DM,24,all credits at this bank paid back duly,domestic appliances,1546,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,4,car or other,24,bank,rent,1,unskilled - resident,1,no,yes,0,0,64.41666666666667,18-30,7.343426229147367,576,1,1546.0,0,1,0,1
... >= 200 DM / salary for at least 1 year,6,delay in paying off in the past,domestic appliances,683,... < 100 DM,... < 1 year,2,female : divorced/separated/married,none,1,building society savings agreement/life insurance,29,bank,own,1,skilled employee/official,1,no,yes,1,1,113.83333333333333,18-30,6.52649485957079,36,0,683.0,0,0,0,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,car (new),12389,unknown/no savings account,1 <= ... < 4 years,1,male : single,none,4,unknown/no property,37,none,for free,1,skilled employee/official,1,yes,yes,0,0,344.1388888888889,31-45,9.424564261115739,1296,0,12389.0,0,0,0,1
0 <= ... < 200 DM,24,delay in paying off in the past,others,4712,unknown/no savings account,1 <= ... < 4 years,4,male : single,none,2,building society savings agreement/life insurance,37,bank,own,2,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,196.33333333333334,31-45,8.457867725331422,576,1,4712.0,0,0,1,1
0 <= ... < 200 DM,24,delay in paying off in the past,domestic appliances,1553,100 <= ... < 500 DM,4 <= ... < 7 years,3,female : divorced/separated/married,none,2,building society savings agreement/life insurance,23,none,rent,2,skilled employee/official,1,yes,yes,1,1,64.70833333333333,18-30,7.347943823148687,576,1,1553.0,0,1,1,1
... < 100 DM,12,existing credits paid back duly till now,car (new),1372,... < 100 DM,4 <= ... < 7 years,2,male : divorced/separated,none,3,car or other,36,none,own,1,skilled employee/official,1,no,yes,0,0,114.33333333333333,31-45,7.22402480828583,144,0,1372.0,0,0,0,0
no checking account,24,critical account/other credits existing,domestic appliances,2578,... >= 1000 DM,... >= 7 years,2,male : single,none,2,car or other,34,none,own,1,skilled employee/official,1,no,yes,1,1,107.41666666666667,31-45,7.8547691834991324,576,0,2578.0,0,0,0,1
0 <= ... < 200 DM,48,existing credits paid back duly till now,domestic appliances,3979,unknown/no savings account,4 <= ... < 7 years,4,male : single,none,1,car or other,41,none,own,2,skilled employee/official,2,yes,yes,1,1,82.89583333333333,31-45,8.288785810426928,2304,1,1989.5,0,0,1,1
... < 100 DM,48,existing credits paid back duly till now,domestic appliances,6758,... < 100 DM,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,31,none,own,1,skilled employee/official,1,yes,yes,0,0,140.79166666666666,31-45,8.818482267274236,2304,1,6758.0,0,0,0,1
... < 100 DM,24,existing credits paid back duly till now,radio/television,3234,... < 100 DM,... < 1 year,4,female : divorced/separated/married,none,4,real estate,23,none,rent,1,unskilled - resident,1,yes,yes,0,0,134.75,18-30,8.081475040137052,576,1,3234.0,0,1,0,1
no checking account,30,critical account/other credits existing,domestic appliances,5954,... < 100 DM,4 <= ... < 7 years,3,male : single,co-applicant,2,car or other,38,none,own,1,skilled employee/official,1,no,yes,1,1,198.46666666666667,31-45,8.691818541575723,900,1,5954.0,0,0,0,1
no checking account,24,existing credits paid back duly till now,car (used),5433,unknown/no savings account,unemployed,2,female : divorced/separated/married,none,4,building society savings agreement/life insurance,26,none,rent,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,226.375,18-30,8.600246746551523,576,0,5433.0,0,0,0,1
... < 100 DM,15,existing credits paid back duly till now,others,806,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,4,building society savings agreement/life insurance,22,none,own,1,unskilled - resident,1,no,yes,1,1,53.733333333333334,18-30,6.692083742506628,225,1,806.0,0,1,0,0
0 <= ... < 200 DM,9,existing credits paid back duly till now,domestic appliances,1082,... < 100 DM,... >= 7 years,4,male : single,none,4,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,1,120.22222222222223,18-30,6.9865664594064265,81,1,1082.0,0,0,1,0
no checking account,15,critical account/other credits existing,radio/television,2788,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,co-applicant,3,car or other,24,bank,own,2,skilled employee/official,1,no,yes,1,1,185.86666666666667,18-30,7.933079771880415,225,0,2788.0,0,1,1,0
0 <= ... < 200 DM,12,existing credits paid back duly till now,domestic appliances,2930,... < 100 DM,4 <= ... < 7 years,2,female : divorced/separated/married,none,1,real estate,27,none,own,1,skilled employee/official,1,no,yes,1,1,244.16666666666666,18-30,7.982757702011113,144,0,2930.0,0,0,0,0
no checking account,24,critical account/other credits existing,retraining,1927,unknown/no savings account,1 <= ... < 4 years,3,female : divorced/separated/married,none,2,car or other,33,none,own,2,skilled employee/official,1,yes,yes,1,1,80.29166666666667,31-45,7.563719668414366,576,1,1927.0,0,0,1,1
0 <= ... < 200 DM,36,critical account/other credits existing,car (new),2820,... < 100 DM,... < 1 year,4,male : divorced/separated,none,4,car or other,27,none,own,2,skilled employee/official,1,no,yes,0,0,78.33333333333333,18-30,7.944492163932159,1296,1,2820.0,0,0,1,1
no checking account,24,existing credits paid back duly till now,business,937,... < 100 DM,... < 1 year,4,male : married/widowed,none,3,car or other,27,none,own,2,unskilled - resident,1,no,yes,1,1,39.041666666666664,18-30,6.842683282238422,576,1,937.0,0,0,1,1
0 <= ... < 200 DM,18,critical account/other credits existing,car (new),1056,... < 100 DM,... >= 7 years,3,male : single,guarantor,3,real estate,30,bank,own,2,skilled employee/official,1,no,yes,0,0,58.666666666666664,18-30,6.962243464266207,324,1,1056.0,0,0,1,0
0 <= ... < 200 DM,12,critical account/other credits existing,car (new),3124,... < 100 DM,... < 1 year,1,male : single,none,3,real estate,49,bank,own,2,unskilled - resident,2,no,yes,1,1,260.3333333333333,46-60,8.046869510959576,144,0,1562.0,0,0,1,0
no checking account,9,existing credits paid back duly till now,radio/television,1388,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,none,2,real estate,26,none,rent,1,skilled employee/official,1,no,yes,1,1,154.22222222222223,18-30,7.23561914106675,81,1,1388.0,0,0,0,0
0 <= ... < 200 DM,36,existing credits paid back duly till now,education,2384,... < 100 DM,... < 1 year,4,male : single,none,1,unknown/no property,33,none,rent,1,unskilled - resident,1,no,yes,0,0,66.22222222222223,31-45,7.776535028185241,1296,1,2384.0,0,0,0,1
no checking account,12,existing credits paid back duly till now,car (new),2133,unknown/no savings account,... >= 7 years,4,female : divorced/separated/married,none,4,unknown/no property,52,none,for free,1,management/self-employed/highly qualified employee/officer,1,yes,yes,1,1,177.75,46-60,7.665284718471351,144,1,2133.0,0,0,0,0
... < 100 DM,18,existing credits paid back duly till now,radio/television,2039,... < 100 DM,1 <= ... < 4 years,1,female : divorced/separated/married,none,4,real estate,20,bank,rent,1,skilled employee/official,1,no,yes,0,0,113.27777777777777,18-30,7.620214770574455,324,0,2039.0,0,1,0,0
... < 100 DM,9,critical account/other credits existing,car (new),2799,... < 100 DM,1 <= ... < 4 years,2,male : single,none,2,real estate,36,none,rent,2,skilled employee/official,2,no,yes,1,1,311.0,31-45,7.937017489515454,81,0,1399.5,0,0,1,0
... < 100 DM,12,existing credits paid back duly till now,radio/television,1289,... < 100 DM,1 <= ... < 4 years,4,male : single,guarantor,1,building society savings agreement/life insurance,21,none,own,1,unskilled - resident,1,no,yes,1,1,107.41666666666667,18-30,7.161622002939187,144,1,1289.0,0,1,0,0
... < 100 DM,18,existing credits paid back duly till now,repairs,1217,... < 100 DM,1 <= ... < 4 years,4,male : married/widowed,none,3,real estate,47,none,own,1,unskilled - resident,1,yes,yes,0,0,67.61111111111111,46-60,7.104144092987527,324,1,1217.0,0,0,0,0
... < 100 DM,12,critical account/other credits existing,radio/television,2246,... < 100 DM,... >= 7 years,3,male : single,none,3,building society savings agreement/life insurance,60,none,own,2,skilled employee/official,1,no,yes,0,0,187.16666666666666,46-60,7.716906135298388,144,1,2246.0,0,0,1,0
